conversation_id,total_mensajes,motivos_no_pago,ofertas_asesor,argumentos_asesor,acuerdo_pago,fecha_compromiso,csat_declarado,score_satisfaccion,tono_cliente,tono_asesor,requiere_escalamiento,resumen_conversacion,modelo_llm
CONV_00000714,25,['desempleo'],['extension_plazo'],"['empatia_y_apoyo', 'evitar_gastos']",0,,,60,neutral,empatico,False,"El cliente se comunica con el asesor para gestionar su crédito en mora, indicando que se encuentra desempleado desde hace más de un año y realiza trabajos por turnos. El asesor le informa sobre el seguro de desempleo activo y las consecuencias de la mora, finalizando sin un acuerdo de pago debido a la falta de estabilidad laboral.",gemini-3.5-flash-lite
CONV_00000715,20,['desconexion_o_rebote'],[],['evitar_gastos'],0,,,60,colaborativo,neutral,False,"El cliente contactó al banco para consultar el saldo total de sus tarjetas y solicitar links de pago. A pesar de su disposición, la comunicación se cortó por parte del cliente antes de definir una fecha de pago.",gemini-3.1-flash-lite
CONV_00000716,30,['consulta_o_tramite'],[],['empatia_y_apoyo'],0,,,0,frustrado,neutral,True,"El cliente contacta al banco para reportar fallas técnicas al intentar pagar sus obligaciones por PSE. A pesar de la asistencia del asesor, el error persiste y no se logra concretar el pago. Se requiere escalamiento técnico para resolver el problema de la plataforma.",gemini-3.1-flash-lite
CONV_00000717,36,['consulta_o_tramite'],[],[],1,21,7.0,100,colaborativo,neutral,False,"El cliente contactó para consultar el saldo de su crédito de vivienda en mora. Tras recibir la información, confirmó su intención de pago a través de PSE y el asesor formalizó el acuerdo para el día 21.",gemini-3.1-flash-lite
CONV_00000718,45,['desconexion_o_rebote'],"['fraccionamiento', 'condonacion_intereses', 'descuento']",['empatia_y_apoyo'],1,FECHA_ANONIMIZADA,7.0,100,colaborativo,empatico,False,"El cliente solicitó ser transferido con una asesora específica para gestionar sus obligaciones. Tras la comunicación telefónica, el cliente aceptó las condiciones de pago ofrecidas para sus créditos y el producto hipotecario, comprometiéndose a realizar el pago en la fecha acordada.",gemini-3.1-flash-lite
CONV_00000719,56,"['falta_liquidez', 'disputa_saldo_o_cobro']",[],['empatia_y_apoyo'],0,,,0,frustrado,neutral,True,"El cliente contacta al banco para gestionar su mora, argumentando una reducción de ingresos y falta de capacidad de pago. Tras revisar sus soportes, el asesor informa que no es posible aplicar a una reducción de cuota debido a las condiciones del convenio, dejando el caso sin una solución concreta.",gemini-3.1-flash-lite
CONV_00000720,43,"['falta_liquidez', 'disputa_saldo_o_cobro']",['refinanciacion'],"['evitar_reporte', 'evitar_gastos']",1,25 de junio,,30,colaborativo,presionador,True,"El cliente contacta al banco para aclarar un saldo en mora que desconocía tras haber realizado un pago previo. A pesar de la presión del asesor para comprometerse al día 22, el cliente insiste en que su capacidad de pago es el día 25, fecha en la que recibe sus recursos.",gemini-3.1-flash-lite
CONV_00000721,55,['falta_liquidez'],"['refinanciacion', 'fraccionamiento']","['evitar_reporte', 'evitar_gastos']",0,,,60,colaborativo,neutral,False,"El cliente busca normalizar sus deudas de préstamo personal y vivienda, pero no logra concretar un acuerdo debido a que no cuenta con la liquidez necesaria para cubrir la totalidad de la mora en vivienda. La negociación se estanca al no poder separar el pago de las obligaciones.",gemini-3.1-flash-lite
CONV_00000722,22,['falta_liquidez'],[],['empatia_y_apoyo'],0,,,60,colaborativo,neutral,False,"El cliente se identifica y muestra interés en regularizar su crédito de vehículo. Manifiesta solo poder realizar un abono parcial, pero la conversación termina abruptamente por desconexión del cliente antes de concretar un acuerdo.",ollama/gemma4:31b-cloud
CONV_00000723,24,['disputa_saldo_o_cobro'],[],[],0,,,0,neutral,neutral,True,"El cliente responde a un mensaje de cobranza cuestionando el motivo de su mora. Tras la validación de datos, el asesor confirma que el portafolio está al día. La conversación finaliza sin necesidad de pago por ser un cobro erróneo.",ollama/gemma4:31b-cloud
CONV_00000724,28,['consulta_o_tramite'],['refinanciacion'],['empatia_y_apoyo'],1,4 de cada mes,,100,colaborativo,neutral,False,"El cliente contacta para verificar el estado de una negociación anterior. Tras recibir una propuesta de unificación de sus créditos, acepta las condiciones y establece el día 4 de cada mes como fecha de pago.",gemini-3.1-flash-lite
CONV_00000725,80,['disputa_saldo_o_cobro'],[],[],0,,,0,indignado,ineficaz,True,El cliente contacta al banco para disputar un cobro adicional que considera injustificado frente a sus extractos. El asesor no logra aclarar la discrepancia y deriva al cliente a un canal de atención formal. La conversación finaliza sin resolución ni acuerdo de pago.,gemini-3.1-flash-lite
CONV_00000726,44,['desempleo'],['refinanciacion'],['empatia_y_apoyo'],0,,7.0,100,colaborativo,empatico,False,El cliente contacta al banco para normalizar su deuda debido a una situación de desempleo prolongado. Se gestiona una propuesta de refinanciación a 36 meses que queda sujeta a aprobación por parte del comité del banco.,gemini-3.1-flash-lite
CONV_00000727,81,"['disputa_saldo_o_cobro', 'falta_liquidez']",['refinanciacion'],"['empatia_y_apoyo', 'evitar_reporte']",1,20,7.0,100,colaborativo,empatico,True,"El cliente contacta para gestionar sus deudas, disputando un cargo de seguro en su tarjeta Visa y solicitando refinanciación para su tarjeta Master. Se logra un acuerdo de pago para la tarjeta Master, mientras que el cliente es derivado a canales de atención para gestionar la disputa de la tarjeta Visa.",gemini-3.1-flash-lite
CONV_00000728,52,"['disputa_saldo_o_cobro', 'salud']",[],['empatia_y_apoyo'],1,hoy,,50,colaborativo,neutral,True,"El cliente disputa un cobro de libranza que asegura ya fue descontado de su pensión. Tras aclarar el saldo pendiente y superar dificultades técnicas con el portal de pagos, el cliente se compromete a realizar el pago hoy mismo.",gemini-3.1-flash-lite
CONV_00000729,28,['disputa_saldo_o_cobro'],[],[],0,,,0,indignado,neutral,True,"El cliente contacta al banco para aclarar una mora que considera errónea debido a que tiene configurado el débito automático. Tras intentar validar el pago sin éxito, el cliente manifiesta frustración por la falta de gestión en su caso previo en oficina y el asesor identifica una restricción en la cuenta compartida. La conversación finaliza sin acuerdo ni resolución clara.",gemini-3.1-flash-lite
CONV_00000730,30,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",['derivacion_reclamos'],['empatia_y_apoyo'],0,,,0,indignado,neutral,True,"El cliente contacta al banco para reportar que su pago ya fue realizado y solicita que se actualice su estado de cuenta. A pesar de que el asesor confirma que el pago se refleja, la mora persiste, generando frustración en el cliente quien insiste en que es un error del banco y solicita una solución definitiva.",gemini-3.1-flash-lite
CONV_00000731,69,"['disputa_saldo_o_cobro', 'pago_ya_realizado']",[],['empatia_y_apoyo'],0,,,0,indignado,empatico,True,"El cliente contacta al banco para aclarar un supuesto cobro en mora que considera injusto, presentando comprobantes de pago previos. El asesor reconoce la discrepancia y escala el caso para revisión, comprometiéndose a dar una respuesta el día martes.",gemini-3.1-flash-lite
CONV_00000732,24,['falta_liquidez'],['extension_plazo'],['empatia_y_apoyo'],1,21/07,,90,colaborativo,neutral,False,"El cliente solicita un plazo para pagar su cuota pendiente debido a falta de liquidez. Tras negociar la fecha, el asesor ofrece el 21/07 como plazo máximo, el cual el cliente acepta finalmente.",gemini-3.1-flash-lite
CONV_00000733,49,['falta_liquidez'],['refinanciacion'],['empatia_y_apoyo'],0,,,90,colaborativo,empatico,False,El cliente contacta para gestionar sus tarjetas en mora debido a dificultades laborales. Se acuerda una refinanciación a 96 meses sujeta a aprobación de comité tras actualizar sus datos financieros.,gemini-3.1-flash-lite
CONV_00000734,21,"['pago_ya_realizado', 'consulta_o_tramite']",[],[],0,,,50,neutral,neutral,True,"El cliente contacta para consultar sobre su deuda, informa que ya realizó el pago por PSE y solicita cancelar su tarjeta Master. El asesor confirma que no hay saldo en la Master y deriva el trámite de cancelación a servicio al cliente.",gemini-3.1-flash-lite
CONV_00000735,38,"['disputa_saldo_o_cobro', 'falta_liquidez']",[],[],0,,,0,frustrado,ineficaz,True,"Cliente cuestiona el cobro de una libranza alegando que los descuentos de nómina han sido puntuales. Solicita extractos para realizar una reclamación laboral ya que no posee el dinero. El asesor no provee el documento y redirige al cliente a otros canales, finalizando sin resolución.",ollama/gemma4:31b-cloud
CONV_00000736,21,['salud'],[],[],0,,,0,frustrado,ineficaz,True,"El cliente contacta al banco para explicar que el pago no se ha realizado debido a la grave enfermedad de su padre y solicita que cesen las llamadas constantes. El asesor insiste en la validación de datos sin ofrecer soluciones, lo que resulta en una falta de acuerdo y una experiencia negativa para el cliente.",gemini-3.1-flash-lite
CONV_00000737,65,['desempleo'],['fraccionamiento'],"['evitar_reporte', 'empatia_y_apoyo']",1,30 del mes,,90,colaborativo,empatico,False,"El cliente contacta al banco para ponerse al día tras un periodo de desempleo. A pesar de no recibir un alivio financiero formal, se compromete a pagar dos cuotas el día 30 del mes actual. El asesor registra el compromiso y advierte sobre la continuidad del proceso de cobranza.",gemini-3.1-flash-lite
CONV_00000738,38,"['desempleo', 'consulta_o_tramite']",[],[],0,,,0,frustrado,ineficaz,True,"El cliente contacta para consultar sobre su crédito tras quedar desempleado. El asesor no responde a sus preguntas específicas, lo que genera frustración y reclamos por falta de claridad en el proceso de desvinculación del convenio.",gemini-3.1-flash-lite
CONV_00000739,35,['pago_ya_realizado'],[],[],0,,,60,colaborativo,neutral,True,"El cliente es contactado por mora y manifiesta que el pago ya fue realizado el día anterior. Tras enviar los comprobantes de pago por PSE, el asesor procede a radicar el soporte en el sistema para su aplicación.",gemini-3.1-flash-lite
CONV_00000740,53,['falta_liquidez'],['refinanciacion'],['empatia_y_apoyo'],1,hoy,,100,colaborativo,empatico,False,"El cliente presenta mora debido a un cambio en su ciclo de pago laboral. Se gestiona una refinanciación mediante el traslado de una cuota al final del crédito, la cual es aceptada formalmente por el cliente.",gemini-3.1-flash-lite
CONV_00000741,25,"['disputa_saldo_o_cobro', 'falta_liquidez']",[],[],0,,,0,indignado,neutral,True,"El cliente disputa la existencia de la deuda alegando estar al día. Tras la aclaración del asesor, admite falta de liquidez pero no concreta una fecha de pago válida, finalizando la interacción sin acuerdo.",gemini-3.1-flash-lite
CONV_00000742,32,"['disputa_saldo_o_cobro', 'priorizacion_otros_gastos']",[],['empatia_y_apoyo'],0,,,0,frustrado,neutral,True,"El cliente contacta al banco para aclarar un mensaje de mora, argumentando que sus pagos están al día y cuestionando el aumento en el valor de su cuota. Tras la explicación del asesor, el cliente manifiesta no tener capacidad de pago inmediata para el saldo adicional, finalizando la interacción sin acuerdo.",gemini-3.1-flash-lite
CONV_00000743,61,['falta_liquidez'],['extension_plazo'],['empatia_y_apoyo'],1,25,,90,colaborativo,neutral,False,"Cliente contacta para buscar soluciones de pago debido a que su fecha de corte no coincide con sus ingresos. El asesor ofrece trasladar la cuota al final del crédito, pero el cliente rechaza la oferta por el impacto en los intereses. Finalmente, el cliente se compromete a pagar el saldo pendiente el día 25.",ollama/gemma4:31b-cloud
CONV_00000744,21,['consulta_o_tramite'],[],[],1,hoy,,80,colaborativo,neutral,False,"El cliente contacta al banco para validar su caso y manifiesta intención de pago, pero reporta un error técnico donde la deuda no es visible en la aplicación. El asesor facilita un link de pago externo y el cliente confirma el compromiso de pago para el día de hoy.",gemini-3.1-flash-lite
CONV_00000745,22,['disputa_saldo_o_cobro'],[],[],0,,,0,indignado,ineficaz,True,El cliente es contactado por mora en crédito de vehículo. El cliente manifiesta indignación y disputa el saldo alegando errores en la plataforma del banco mediante una imagen. No se llega a un acuerdo de pago y la sesión finaliza por inactividad.,ollama/gemma4:31b-cloud
CONV_00000746,36,['salud'],['extension_plazo'],['evitar_reporte'],0,,,20,evasivo,presionador,False,"El cliente contacta al banco para buscar alternativas de pago debido a gastos médicos imprevistos. El asesor ofrece una extensión de plazo que finalmente es rechazada por políticas internas, dejando al cliente sin una solución concreta y con una actitud evasiva ante la presión de pago.",gemini-3.1-flash-lite
CONV_00000747,27,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",[],['empatia_y_apoyo'],0,,,60,colaborativo,neutral,True,"El cliente fue contactado por una mora que desconocía debido a una confusión con el pago de su tarjeta en dólares. Tras aclarar la situación, el cliente realizó el pago inmediatamente y notificó al asesor, quien validó la transacción.",gemini-3.1-flash-lite
CONV_00000748,35,"['desempleo', 'falta_liquidez']",['fraccionamiento'],"['empatia_y_apoyo', 'evitar_gastos']",0,,,40,frustrado,empatico,False,Cliente sin empleo busca solución de pago; asesor ofrece fraccionamiento; cliente acepta pero sin compromiso de fecha.,openai/gpt-oss-20b
CONV_00000749,25,['consulta_o_tramite'],[],[],0,,,20,neutral,neutral,True,"La cliente contactó al banco para realizar un pago pero cuestionó la identidad de la tarjeta deudora (4867) y solicitó validar otra tarjeta (7602). El asesor confirmó que solo la 4867 tiene saldo y derivó a la línea de servicio al cliente, sin llegar a un acuerdo de pago.",qwen/qwen3.8-27b
CONV_00000750,31,"['disputa_saldo_o_cobro', 'falta_liquidez']","['extension_plazo', 'derivacion_reclamos']","['evitar_reporte', 'empatia_y_apoyo']",1,hoy,,10,indignado,empatico,True,"El cliente contacta al banco para validar su caso de cobro, manifestando desacuerdo con un descuento de su liquidación aplicado a capital en lugar de futuras cuotas. El asesor ofrece alternativas de pago para la tarjeta y traslados para la libranza junto con información sobre el seguro de desempleo. Se llega a un acuerdo de pago para la tarjeta para el día de hoy, pero queda abierto un reclamo por el crédito de libranza.",gemini-3.5-flash-lite
CONV_00000751,28,['consulta_o_tramite'],[],[],0,,7.0,100,colaborativo,neutral,True,"El cliente contacta al banco para validar su situación y gestionar un radicado pendiente. El asesor no ofrece alternativas de pago, limitándose a redirigir al cliente a líneas de atención telefónica. La conversación finaliza sin acuerdo de pago debido a que el cliente está en proceso de trámite administrativo.",gemini-3.1-flash-lite
CONV_00000752,47,['priorizacion_otros_gastos'],['fraccionamiento'],['empatia_y_apoyo'],1,agosto,6.0,83,colaborativo,empatico,False,"El cliente contacta al banco para validar su situación de mora y explica que sus gastos en educación y salud le impidieron pagar. Tras evaluar sus datos financieros, el asesor ofrece un traslado de cuota, el cual el cliente acepta formalmente para normalizar su obligación.",gemini-3.1-flash-lite
CONV_00000753,20,['consulta_o_tramite'],[],[],0,,,0,frustrado,ineficaz,True,"El cliente solicita información sobre su primera cuota pero se niega a realizar el proceso de validación de identidad por WhatsApp. El asesor no ofrece alternativas de validación seguras y remite al cliente a líneas telefónicas, resultando en una gestión inconclusa.",gemini-3.1-flash-lite
CONV_00000754,25,[],[],[],1,FECHA_ANONIMIZADA,,100,colaborativo,neutral,False,"El cliente contacta al banco para validar su caso y normalizar su obligación. Tras la validación de identidad, el cliente acepta realizar el pago el día de hoy a través de PSE Aval Pay. La gestión finaliza exitosamente con un compromiso de pago formalizado.",gemini-3.1-flash-lite
CONV_00000755,80,['salud'],['fraccionamiento'],['empatia_y_apoyo'],1,30 de agosto,7.0,100,colaborativo,empatico,False,"La cliente contacta al banco para gestionar su mora debido a una incapacidad médica prolongada. Tras negociar, se acuerda el traslado de la cuota vencida al final del crédito para retomar pagos en agosto. La cliente acepta las condiciones y muestra alta satisfacción con el proceso.",gemini-3.1-flash-lite
CONV_00000756,24,['consulta_o_tramite'],[],[],1,17/07 y 21/07,,100,colaborativo,neutral,False,"El cliente contactó al banco para validar el estado de sus obligaciones. Tras consultar por las tarjetas amparadas y confirmar los saldos, el cliente se comprometió a realizar los pagos el 17/07 y el 21/07.",gemini-3.1-flash-lite
CONV_00000757,23,['consulta_o_tramite'],[],['evitar_reporte'],0,,,80,neutral,neutral,False,"El cliente contacta para validar su saldo y consultar ubicaciones físicas para realizar el pago. El asesor proporciona la información del saldo y los canales de pago, pero la conversación finaliza por inactividad sin concretar una fecha de pago.",gemini-3.1-flash-lite
CONV_00000758,20,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",[],[],0,,,0,indignado,neutral,True,"El cliente contacta al banco para aclarar que su obligación está al día, presentando soportes de un pago no aplicado desde junio. Ante la falta de resolución y la insistencia del cobro, el cliente expresa indignación y menciona que el caso ya está en manos del defensor del consumidor financiero.",gemini-3.1-flash-lite
CONV_00000759,21,['pago_ya_realizado'],[],[],0,,,10,frustrado,neutral,True,"El cliente es contactado por mora y responde que ya realizó el pago en una sucursal física. Aporta comprobante, pero el asesor indica que el sistema aún no refleja el pago, generando frustración en el cliente por la demora en la actualización.",gemini-3.1-flash-lite
CONV_00000760,30,['disputa_saldo_o_cobro'],[],[],0,,,0,indignado,neutral,True,"El cliente es contactado por una mora en su tarjeta de crédito. Expresa indignación porque un beneficio de normalización previo no fue aplicado a su saldo en dólares. A pesar de la molestia, el cliente indica que realizará el pago, pero la disputa sobre la aplicación del beneficio persiste.",gemini-3.1-flash-lite
CONV_00000761,39,['desempleo'],['refinanciacion'],"['evitar_reporte', 'empatia_y_apoyo']",1,septiembre,,90,colaborativo,empatico,False,"La cliente contacta para gestionar su mora debido a su situación de desempleo. Se le ofrece una alternativa de traslado de cuotas, la cual acepta verbalmente, indicando que realizará el pago a principios de septiembre tras retomar su empleo. La gestión finaliza con la cliente prefiriendo realizar el trámite presencialmente en oficina.",gemini-3.1-flash-lite
CONV_00000762,28,[],[],[],1,martes,7.0,100,frustrado,neutral,False,"El cliente contacta al banco para validar su situación y manifiesta molestia porque ya había acordado un pago previo. Tras la insistencia del asesor, el cliente confirma nuevamente su compromiso de pago para el día martes. La interacción finaliza con la formalización del acuerdo y una calificación de satisfacción media.",gemini-3.1-flash-lite
CONV_00000763,51,"['disputa_saldo_o_cobro', 'consulta_o_tramite']",[],[],1,hoy,,20,frustrado,neutral,True,"Cliente consulta sobre su plan de pagos y manifiesta inconformidad por discrepancias en los valores cobrados y cambios unilaterales en su crédito de libranza. A pesar de la disputa, acepta pagar el monto solicitado hoy mediante un link enviado por el asesor. La sesión finaliza por desconexión del bot.",ollama/gemma4:31b-cloud
CONV_00000764,26,['consulta_o_tramite'],[],['empatia_y_apoyo'],0,,,70,neutral,neutral,False,"El cliente contacta al banco para aclarar una discrepancia entre la información de la app y su deuda real. El asesor confirma los saldos pendientes y el cliente manifiesta intención de pago, pero no concreta una fecha específica ni método de pago antes de que la sesión finalice por inactividad.",gemini-3.1-flash-lite
CONV_00000765,20,['pago_ya_realizado'],[],"['evitar_reporte', 'evitar_gastos']",0,,,50,neutral,neutral,True,"El cliente contacta para validar su caso y manifiesta haber realizado ya el pago de algunas obligaciones, adjuntando evidencia. El asesor confirma la aplicación de un pago pero intenta establecer una fecha para el saldo restante. La conversación termina abruptamente por desconexión del cliente sin concretar fecha de pago.",ollama/gemma4:31b-cloud
CONV_00000766,23,['desconexion_o_rebote'],[],[],1,miércoles,7.0,100,colaborativo,neutral,False,El cliente contacta al banco para gestionar su mora. Indica que se encuentra de viaje y se compromete a realizar el pago el próximo miércoles al llegar a su destino. El acuerdo se formaliza exitosamente.,gemini-3.1-flash-lite
CONV_00000767,21,['consulta_o_tramite'],[],[],0,,,0,neutral,ineficaz,True,El cliente contacta al banco para gestionar una normalización de crédito ya iniciada telefónicamente. El asesor no logra resolver la discrepancia sobre la negociación activa y el cliente finaliza la interacción sin acuerdo. Se requiere escalamiento por falta de claridad en la aplicación de la negociación previa.,gemini-3.1-flash-lite
CONV_00000768,35,['disputa_saldo_o_cobro'],[],"['evitar_reporte', 'evitar_gastos']",0,,,0,indignado,neutral,True,"El cliente contacta para aclarar un cobro de seguro que considera indebido por estar ya pagado. Tras una disputa sobre la gestión de documentos y falta de respuesta del banco, el cliente amenaza con elevar el caso a la Superintendencia Bancaria y cambiar de entidad financiera.",gemini-3.1-flash-lite
CONV_00000769,32,['consulta_o_tramite'],[],[],1,17 de octubre de 2026,,100,colaborativo,neutral,False,"El cliente contacta para consultar el saldo total de su tarjeta de crédito con el fin de liquidar la deuda y cancelar el producto. Tras confirmar el monto, el cliente manifiesta su intención de pagar hoy y el asesor registra el compromiso para el 17 de octubre de 2026.",gemini-3.1-flash-lite
CONV_00000770,20,['desconexion_o_rebote'],[],[],0,,0.0,0,frustrado,ineficaz,False,"El cliente intentó contactar a un asesor pero no pudo completar el proceso de validación de identidad. La interacción finalizó sin éxito, reflejando una insatisfacción total del cliente en las encuestas posteriores.",gemini-3.1-flash-lite
CONV_00000771,29,['pago_ya_realizado'],[],[],0,,4.0,50,frustrado,neutral,True,"El cliente contacta al banco para notificar un pago previo y solicitar el cese de llamadas de cobranza. A pesar de la confirmación del asesor, el sistema vuelve a enviar un mensaje de cobro, lo que genera insatisfacción en el cliente.",gemini-3.1-flash-lite
CONV_00000772,23,['desconexion_o_rebote'],[],['empatia_y_apoyo'],0,,,60,colaborativo,neutral,False,"El cliente mostró interés en normalizar su cartera y solicitó una llamada telefónica para ser asesorado. A pesar de proporcionar sus datos de contacto, la conversación finalizó sin que se estableciera un acuerdo de pago o una oferta específica.",gemini-3.1-flash-lite
CONV_00000773,60,['disputa_saldo_o_cobro'],['fraccionamiento'],['empatia_y_apoyo'],0,,,0,indignado,neutral,True,"El cliente contacta para aclarar una supuesta mora, argumentando que el banco no ha enviado un extracto correcto y que se le está cobrando indebidamente. Tras la insistencia del asesor en el pago del impuesto predial, el cliente manifiesta su intención de escalar el caso ante el defensor del cliente y la superintendencia financiera.",gemini-3.1-flash-lite
CONV_00000774,43,['falta_liquidez'],[],[],1,25,,30,colaborativo,ineficaz,False,"El cliente contacta para gestionar un acuerdo de pago debido a falta de liquidez, proponiendo el día 25 para realizar el abono. La gestión no se concreta debido a fallas en la comunicación y desconexiones recurrentes del asesor/bot.",gemini-3.1-flash-lite
CONV_00000775,38,['desconexion_o_rebote'],[],[],0,,,20,neutral,ineficaz,False,"El cliente contactó al banco para solicitar alternativas de pago y consultar sobre los intereses moratorios. La conversación se interrumpió repetidamente por fallas técnicas del bot y el asesor, finalizando sin un acuerdo o resolución.",gemini-3.1-flash-lite
CONV_00000776,24,"['desempleo', 'pago_ya_realizado']",[],['empatia_y_apoyo'],0,,,0,frustrado,presionador,True,"La cliente contacta para solicitar un alivio financiero debido a su situación de desempleo. Durante la gestión, la cliente disputa la mora afirmando que el pago ya fue realizado, mientras el asesor insiste en la falta de pago y la imposibilidad de otorgar nuevas alternativas.",gemini-3.1-flash-lite
CONV_00000777,38,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",[],['empatia_y_apoyo'],0,,0.0,0,indignado,ineficaz,True,"El cliente contacta al banco para aclarar que su obligación está al día tras un pago realizado. Ante la insistencia del asesor sobre un saldo pendiente y la solicitud de datos personales, el cliente manifiesta indignación por la falta de resolución de sus reclamos previos y se niega a colaborar con el filtro de seguridad. La interacción finaliza sin acuerdo y con una calificación de satisfacción mínima por parte del usuario.",gemini-3.1-flash-lite
CONV_00000778,26,['consulta_o_tramite'],[],[],0,,,10,frustrado,ineficaz,False,"El cliente contacta al banco para solicitar una consolidación de sus créditos pendientes. La conversación se interrumpe repetidamente debido a la ineficacia del asesor para ofrecer alternativas concretas, dejando el requerimiento sin resolver.",gemini-3.1-flash-lite
CONV_00000779,54,['desempleo'],['derivacion_reclamos'],['empatia_y_apoyo'],0,,,20,frustrado,ineficaz,False,"El cliente contacta al banco por mora debido a su situación de desempleo. El asesor lo deriva a gestionar un seguro de desempleo, proceso que el cliente intenta realizar sin obtener respuesta clara ni resolución por parte de la entidad.",gemini-3.1-flash-lite
CONV_00000780,34,['falta_liquidez'],[],[],1,martes,7.0,100,colaborativo,empatico,False,"El cliente reconoce deuda y presenta un motivo de falta de liquidez; solicita y confirma un pago para el martes, logrando un compromiso de pago.",openai/gpt-oss-20b
CONV_00000781,56,"['desempleo', 'falta_liquidez']",['derivacion_reclamos'],"['empatia_y_apoyo', 'evitar_gastos']",0,,,0,indignado,ineficaz,True,"El cliente solicita una reducción de cuotas debido a su situación de desempleo. El asesor no ofrece una solución efectiva, lo que genera frustración e indignación en el cliente al sentir que no se le brinda una alternativa viable.",gemini-3.1-flash-lite
CONV_00000782,49,['disputa_saldo_o_cobro'],['derivacion_reclamos'],['empatia_y_apoyo'],1,inmediato,,50,colaborativo,empatico,True,El cliente contacta al banco porque sus tarjetas fueron rechazadas debido a un error en la aplicación de un pago realizado. El asesor identifica que el pago se aplicó incorrectamente a pesos en lugar de dólares y sugiere realizar un cruce de saldos. El cliente acepta intentar realizar el pago nuevamente de forma inmediata para resolver la situación.,gemini-3.1-flash-lite
CONV_00000783,25,['disputa_saldo_o_cobro'],[],[],0,,,40,neutral,neutral,True,"El cliente contacta al banco para disputar un mensaje de cobro, afirmando no tener productos con la entidad. El asesor confirma que no hay productos a su nombre pero que su número está vinculado a otro titular, sugiriendo realizar un trámite de desvinculación.",gemini-3.1-flash-lite
CONV_00000784,35,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",[],"['evitar_reporte', 'evitar_gastos', 'beneficio_inmediato']",0,,,0,frustrado,presionador,True,"El cliente cuestiona la deuda de su tarjeta en dólares alegando que ha realizado los pagos en pesos. El cliente afirma que ya pagó y solicita que se apliquen los saldos a favor, mientras el asesor insiste en el cobro. La conversación termina sin acuerdo y con el cliente negándose a realizar más pagos.",ollama/gemma4:31b-cloud
CONV_00000785,22,['consulta_o_tramite'],[],[],1,martes,,30,frustrado,ineficaz,False,"El cliente manifiesta su intención de pagar el próximo martes pero se niega a realizar el proceso de validación de identidad por este canal. Ante la insistencia del asesor, el cliente decide finalizar la interacción indicando que acudirá directamente al banco.",gemini-3.1-flash-lite
CONV_00000786,33,['desempleo'],[],['empatia_y_apoyo'],0,,,70,neutral,empatico,False,"El cliente contacta al banco para consultar el estado de su mora. Tras confirmar su situación de desempleo, el asesor intenta buscar alternativas de pago, pero no se llega a un acuerdo concreto ni se define una fecha de pago.",gemini-3.1-flash-lite
CONV_00000787,87,['salud'],['refinanciacion'],['empatia_y_apoyo'],0,25 de agosto,,80,colaborativo,empatico,False,"La cliente contacta al banco para gestionar su mora debido a gastos médicos imprevistos por la cirugía de su hijo. El asesor gestiona una solicitud de unificación de deuda sujeta a aprobación del comité, la cual la cliente acepta enviando soportes médicos. La gestión finaliza con la radicación de la solicitud y la actualización de datos socioeconómicos.",gemini-3.1-flash-lite
CONV_00000788,23,['desempleo'],[],['empatia_y_apoyo'],0,,,70,colaborativo,empatico,False,"El cliente contacta al banco para gestionar su deuda, explicando que se encuentra desempleado hace 4 meses. Aunque el asesor intenta indagar sobre una fecha de pago, la conversación se interrumpe por parte del sistema antes de concretar un acuerdo.",gemini-3.1-flash-lite
CONV_00000789,27,['desconexion_o_rebote'],[],[],0,,,90,colaborativo,neutral,False,"El cliente inicia el proceso de validación de su deuda de tarjeta de crédito. Ante la gestión del asesor, el cliente solicita una llamada telefónica para continuar con la atención. La conversación finaliza con el compromiso del asesor de realizar la llamada en 5 minutos.",gemini-3.1-flash-lite
CONV_00000790,20,['falta_liquidez'],[],[],1,martes,,70,colaborativo,neutral,False,"El cliente contacta al banco para validar su caso de mora. Manifiesta que no puede realizar el pago de inmediato por falta de liquidez, pero se compromete a pagar el próximo martes. La gestión finaliza sin que el asesor ofreciera alternativas concretas.",gemini-3.1-flash-lite
CONV_00000791,41,"['falta_liquidez', 'disputa_saldo_o_cobro']",[],['evitar_gastos'],0,,,0,frustrado,neutral,True,"El cliente contacta para validar su caso y manifiesta incapacidad de pago por falta de ingresos fijos. Expresa frustración por la gestión de su deuda y cuestiona la falta de reducción del capital, solicitando una renegociación que el asesor niega. La conversación finaliza sin acuerdo y con el cliente esperando el deterioro de la deuda.",gemini-3.1-flash-lite
CONV_00000792,29,['desempleo'],[],['empatia_y_apoyo'],0,,,70,colaborativo,empatico,False,"El cliente contacta al banco para buscar una conciliación debido a su situación de desempleo prolongado. Aunque muestra voluntad de pago y propone un abono, la conversación se interrumpe antes de concretar una fecha específica o un acuerdo formal.",gemini-3.1-flash-lite
